,artist,album
5451,Mariza,Best Of Mariza
5454,Ana Moura,Best Of
5455,Mariza,Fado em mim
5460,D.A.M.A.,Lado a lado
5464,Panda e Os Caricas,Panda e Os Caricas
5465,Mariza,Best Of Mariza
5469,Mariza,Mariza [2018]
5482,Mariza,Fado curvo
5487,Mariza,Transparente
5493,Tony Carreira,Vagabundo por amor
5494,Mariza,Fado curvo
5497,Paulo Gonzo,Paulo Gonzo
5498,Tony Carreira,Ao vivo no Coliseu
5501,Mariza,Transparente
5509,Tony Carreira,A vida que eu escolhi
5510,Ana Moura,Para além da saudade
5511,Mariza,Transparente
5514,Paulo Gonzo,Ao vivo no coliseu
5518,Mariza,Concerto em Lisboa
5520,Ana Moura,Para além da saudade
5527,Deolinda,Canção ao lado
5532,Carminho,Fado
5533,Paulo Gonzo,Perfil
5535,Tony Carreira,O homem que sou
5536,Deolinda,Canção ao lado
5540,Mariza,Terra
5546,Deolinda,Dois selos e um carimbo
5549,Deolinda,Canção ao lado
5552,Pedro Abrunhosa,Longe
5553,Mariza,Terra
5558,Ana Moura,Leva-me aos fados
5563,Tony Carreira,O mesmo de sempre
5570,Deolinda,Canção ao lado
5571,Deolinda,Dois selos e um carimbo
5572,Pedro Abrunhosa,Longe
5574,Mariza,Fado tradicional
5576,Ana Moura,Leva-me aos fados
5580,Ana Moura,Ana Moura
5585,Carminho,Alma
5586,Panda e Os Caricas,Panda e Os Caricas
5590,António Zambujo,Quinto
5591,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
5595,Ana Moura,Desfado
5596,Tony Carreira,Essencial
5597,Panda e Os Caricas,Panda e Os Caricas
5598,Deolinda,Mundo pequenino
5599,Carminho,Alma
5601,António Zambujo,Quinto
5606,Mariza,Best Of Mariza
5607,Ana Moura,Desfado
5609,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
5610,Pedro Abrunhosa,Contramão
5611,António Zambujo,Quinto
5613,Paulo Gonzo,Duetos
5614,Panda e Os Caricas,Panda e Os Caricas 2
5615,Tony Carreira,25 anos
5619,D.A.M.A.,Uma questão de princípio
5620,António Zambujo,Rua da Emenda
5621,Tony Carreira,Sempre
5623,Carminho,Canto
5625,Ana Moura,Desfado
5628,Mariza,Best Of Mariza
5630,António Zambujo,Quinto
5637,Mariza,Mundo
5638,Ana Moura,Moura
5639,D.A.M.A.,Dá-me um segundo
5641,Ana Moura,Desfado
5644,Deolinda,Outras histórias
5645,António Zambujo,Rua da Emenda
5646,D.A.M.A.,Uma questão de princípio
5657,Tony Carreira,Sempre mais
5658,António Zambujo,Até pensei que fosse minha
5659,Ana Moura,Desfado
5660,António Zambujo,Rua da Emenda
5661,Ana Moura,Moura
5664,Mariza,Best Of Mariza
5665,Carminho,Carminho canta Tom Jobim
5666,Mariza,Concerto em Lisboa
5668,Mariza,Mariza [2018]
5675,Mariza,Fado em mim
5677,Ana Moura,Best Of
5679,D.A.M.A.,Lado a lado
5681,Mariza,Best Of Mariza
5687,Mariza,Best Of Mariza
5691,Panda e Os Caricas,Panda e Os Caricas
5692,Mariza,Mariza [2018]
5704,Mariza,Fado curvo
5712,Mariza,Transparente
5719,Mariza,Fado curvo
5722,Tony Carreira,Ao vivo no Coliseu
5723,Paulo Gonzo,Paulo Gonzo
5725,Mariza,Fado em mim
5727,Mariza,Transparente
5736,Tony Carreira,A vida que eu escolhi
5737,Ana Moura,Para além da saudade
5739,Mariza,Transparente
5742,Mariza,Concerto em Lisboa
5743,Ana Moura,Para além da saudade
5749,Deolinda,Canção ao lado
5754,Tony Carreira,A vida que eu escolhi
5756,Carminho,Fado
5757,Paulo Gonzo,Perfil
5758,Tony Carreira,O homem que sou
5760,Deolinda,Canção ao lado
5766,Mariza,Terra
5771,Deolinda,Dois selos e um carimbo
5774,Pedro Abrunhosa,Longe
5776,Deolinda,Canção ao lado
5780,Ana Moura,Leva-me aos fados
5786,Tony Carreira,O homem que sou
5790,Tony Carreira,O mesmo de sempre
5791,Deolinda,Dois selos e um carimbo
5797,Mariza,Fado tradicional
5798,Deolinda,Canção ao lado
5800,Pedro Abrunhosa,Longe
5804,Ana Moura,Ana Moura
5809,Carminho,Alma
5810,Panda e Os Caricas,Panda e Os Caricas
5811,António Zambujo,Quinto
5816,Ana Moura,Desfado
5817,Tony Carreira,Essencial
5818,Panda e Os Caricas,Panda e Os Caricas
5820,Carminho,Alma
5821,António Zambujo,Quinto
5824,Deolinda,Mundo pequenino
5828,Mariza,Best Of Mariza
5832,Ana Moura,Desfado
5833,Panda e Os Caricas,Panda e Os Caricas 2
5835,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
5836,Paulo Gonzo,Duetos
5837,Pedro Abrunhosa,Contramão
5838,António Zambujo,Quinto
5839,Tony Carreira,25 anos
5843,D.A.M.A.,Uma questão de princípio
5845,António Zambujo,Rua da Emenda
5846,Tony Carreira,Sempre
5849,Ana Moura,Desfado
5850,Panda e Os Caricas,Panda e Os Caricas 3
5852,Mariza,Best Of Mariza
5853,Carminho,Canto
5859,António Zambujo,Quinto
5863,Mariza,Mundo
5864,D.A.M.A.,Dá-me um segundo
5866,Ana Moura,Moura
5869,Ana Moura,Desfado
5871,António Zambujo,Rua da Emenda
5872,Deolinda,Outras histórias
5874,D.A.M.A.,Uma questão de princípio
5882,Tony Carreira,Sempre mais
5883,Ana Moura,Desfado
5884,Ana Moura,Moura
5887,Mariza,Best Of Mariza
5888,Mariza,Concerto em Lisboa
5892,Mariza,Mundo
5893,António Zambujo,Rua da Emenda
5895,Mariza,Mariza [2018]
5899,Ana Moura,Best Of
5900,Mariza,Concerto em Lisboa
5901,Mariza,Fado em mim
5905,D.A.M.A.,Lado a lado
5907,Mariza,Best Of Mariza
5909,Ana Moura,Guarda-me a vida na mão - Keep My Life In Your Hand
5915,Mariza,Best Of Mariza
5918,Ana Moura,Moura
5923,Panda e Os Caricas,Panda e Os Caricas
5924,Tony Carreira,As cançoes das nossas vidas
5930,Mariza,Fado curvo
5937,Mariza,Transparente
5946,Paulo Gonzo,Paulo Gonzo
5947,Tony Carreira,Ao vivo no Coliseu
5951,Pedro Abrunhosa,Luz
5960,Ana Moura,Para além da saudade
5961,Tony Carreira,A vida que eu escolhi
5963,Ana Moura,Para além da saudade
5965,Mariza,Concerto em Lisboa
5970,Deolinda,Canção ao lado
5979,Paulo Gonzo,Perfil
5980,Carminho,Fado
5981,Deolinda,Canção ao lado
5982,Tony Carreira,O homem que sou
5988,Mariza,Terra
5991,Deolinda,Dois selos e um carimbo
5992,Mariza,Terra
5995,Paulo Gonzo,By Request
5996,Deolinda,Canção ao lado
5999,Pedro Abrunhosa,Longe
6005,Mariza,Concerto em Lisboa
6006,Ana Moura,Leva-me aos fados
6009,Tony Carreira,O mesmo de sempre
6012,Mariza,Fado tradicional
6015,Deolinda,Canção ao lado
6017,Deolinda,Dois selos e um carimbo
6020,Pedro Abrunhosa,Longe
6029,Panda e Os Caricas,Panda e Os Caricas
6032,Carminho,Alma
6033,António Zambujo,Quinto
6039,Ana Moura,Desfado
6041,Tony Carreira,Essencial
6042,Panda e Os Caricas,Panda e Os Caricas
6043,António Zambujo,Quinto
6045,Carminho,Alma
6048,Deolinda,Mundo pequenino
6050,Mariza,Concerto em Lisboa
6051,Mariza,Best Of Mariza
6054,Paulo Gonzo,Duetos
6055,Panda e Os Caricas,Panda e Os Caricas 2
6056,Ana Moura,Desfado
6058,Pedro Abrunhosa,Contramão
6061,Tony Carreira,25 anos
6062,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6068,D.A.M.A.,Uma questão de princípio
6069,Panda e Os Caricas,Panda e Os Caricas 3
6070,Tony Carreira,Sempre
6071,António Zambujo,Rua da Emenda
6074,Mariza,Best Of Mariza
6075,Ana Moura,Desfado
6076,Carminho,Canto
6083,António Zambujo,Quinto
6086,D.A.M.A.,Dá-me um segundo
6088,Ana Moura,Moura
6089,Mariza,Mundo
6092,Ana Moura,Desfado
6093,D.A.M.A.,Uma questão de princípio
6094,Mariza,Best Of Mariza
6095,Deolinda,Outras histórias
6098,António Zambujo,Rua da Emenda
6100,Panda e Os Caricas,Panda e Os Caricas 3
6106,Tony Carreira,Sempre mais
6107,Ana Moura,Desfado
6111,Mariza,Best Of Mariza
6115,Ana Moura,Moura
6117,Carminho,Carminho canta Tom Jobim
6118,Mariza,Mundo
6121,Mariza,Mariza [2018]
6128,Ana Moura,Best Of
6129,D.A.M.A.,Lado a lado
6132,António Zambujo,Até pensei que fosse minha
6134,Mariza,Best Of Mariza
6138,Mariza,Best Of Mariza
6142,Panda e Os Caricas,A volta ao mundo
6151,Mariza,Fado curvo
6160,Mariza,Transparente
6163,Tony Carreira,Vagabundo por amor
6169,Tony Carreira,Ao vivo no Coliseu
6170,Paulo Gonzo,Paulo Gonzo
6174,Pedro Abrunhosa,Luz
6182,Tony Carreira,A vida que eu escolhi
6183,Ana Moura,Para além da saudade
6186,Mariza,Concerto em Lisboa
6188,Mariza,Terra
6189,Ana Moura,Para além da saudade
6191,Mariza,Concerto em Lisboa
6197,Deolinda,Canção ao lado
6202,Paulo Gonzo,Perfil
6203,Tony Carreira,O homem que sou
6204,Deolinda,Canção ao lado
6206,Carminho,Fado
6212,Deolinda,Dois selos e um carimbo
6215,Paulo Gonzo,By Request
6218,Pedro Abrunhosa,Longe
6219,Deolinda,Canção ao lado
6228,Ana Moura,Leva-me aos fados
6230,Tony Carreira,O mesmo de sempre
6239,Mariza,Fado tradicional
6240,Deolinda,Dois selos e um carimbo
6241,Pedro Abrunhosa,Longe
6242,Deolinda,Canção ao lado
6245,Carminho,Alma
6246,Panda e Os Caricas,Panda e Os Caricas
6249,António Zambujo,Quinto
6253,Ana Moura,Desfado
6255,Tony Carreira,Essencial
6256,Panda e Os Caricas,Panda e Os Caricas
6258,António Zambujo,Quinto
6261,Carminho,Alma
6264,Deolinda,Mundo pequenino
6266,Mariza,Best Of Mariza
6267,Paulo Gonzo,Duetos
6269,Ana Moura,Desfado
6270,Panda e Os Caricas,Panda e Os Caricas 2
6272,Pedro Abrunhosa,Contramão
6274,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6276,Tony Carreira,25 anos
6281,D.A.M.A.,Uma questão de princípio
6282,Panda e Os Caricas,Panda e Os Caricas 3
6283,António Zambujo,Rua da Emenda
6284,Tony Carreira,Sempre
6287,Mariza,Best Of Mariza
6288,Ana Moura,Desfado
6293,Carminho,Canto
6296,António Zambujo,Quinto
6300,Mariza,Mundo
6302,Ana Moura,Moura
6304,D.A.M.A.,Dá-me um segundo
6308,Ana Moura,Desfado
6309,Mariza,Best Of Mariza
6310,D.A.M.A.,Uma questão de princípio
6311,António Zambujo,Rua da Emenda
6312,Deolinda,Outras histórias
6319,Tony Carreira,Sempre mais
6322,Panda e Os Caricas,Panda e Os Caricas 4
6323,Ana Moura,Moura
6325,Ana Moura,Desfado
6327,Mariza,Concerto em Lisboa
6328,Mariza,Mundo
6330,Panda e Os Caricas,Panda e Os Caricas 3
6333,Mariza,Mariza [2018]
6340,Ana Moura,Best Of
6343,António Zambujo,Até pensei que fosse minha
6344,Mariza,Best Of Mariza
6347,D.A.M.A.,Lado a lado
6354,Mariza,Mariza [2018]
6356,Mariza,Best Of Mariza
6357,Tony Carreira,As cançoes das nossas vidas
6363,António Zambujo,António Zambujo
6367,Mariza,Fado curvo
6372,Tony Carreira,Ao vivo no pavilhao atlantico
6377,Mariza,Transparente
6383,Tony Carreira,Vagabundo por amor
6390,Paulo Gonzo,Paulo Gonzo
6391,Tony Carreira,Ao vivo no Coliseu
6400,Pedro Abrunhosa,Luz
6404,Ana Moura,Para além da saudade
6405,Tony Carreira,A vida que eu escolhi
6407,Mariza,Concerto em Lisboa
6411,Mariza,Terra
6412,Ana Moura,Para além da saudade
6414,Mariza,Concerto em Lisboa
6423,Deolinda,Canção ao lado
6424,Tony Carreira,A vida que eu escolhi
6427,Paulo Gonzo,Perfil
6428,Tony Carreira,O homem que sou
6429,Deolinda,Canção ao lado
6431,Carminho,Fado
6437,Mariza,Terra
6442,Paulo Gonzo,By Request
6443,Deolinda,Dois selos e um carimbo
6446,Pedro Abrunhosa,Longe
6448,Deolinda,Canção ao lado
6452,Mariza,Terra
6455,Tony Carreira,O homem que sou
6458,Tony Carreira,O mesmo de sempre
6462,Mariza,Fado tradicional
6465,Deolinda,Dois selos e um carimbo
6466,Mariza,Concerto em Lisboa
6469,Deolinda,Canção ao lado
6471,Panda e Os Caricas,Panda e Os Caricas
6472,Carminho,Alma
6475,António Zambujo,Quinto
6476,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
6481,Ana Moura,Desfado
6482,Tony Carreira,Essencial
6484,Panda e Os Caricas,Panda e Os Caricas
6488,António Zambujo,Quinto
6491,Deolinda,Mundo pequenino
6493,Mariza,Best Of Mariza
6495,Ana Moura,Desfado
6496,Paulo Gonzo,Duetos
6497,Panda e Os Caricas,Panda e Os Caricas 2
6500,Pedro Abrunhosa,Contramão
6504,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6505,Tony Carreira,25 anos
6507,António Zambujo,Quinto
6509,D.A.M.A.,Uma questão de princípio
6510,Panda e Os Caricas,Panda e Os Caricas 3
6511,António Zambujo,Rua da Emenda
6512,Ana Moura,Desfado
6514,Tony Carreira,Sempre
6515,Mariza,Best Of Mariza
6517,Carminho,Canto
6525,António Zambujo,Quinto
6528,Mariza,Mundo
6530,D.A.M.A.,Dá-me um segundo
6531,Ana Moura,Moura
6533,Ana Moura,Desfado
6534,Mariza,Best Of Mariza
6536,António Zambujo,Rua da Emenda
6537,Deolinda,Outras histórias
6539,D.A.M.A.,Uma questão de princípio
6546,Panda e Os Caricas,Panda e Os Caricas 4
6548,Ana Moura,Desfado
6551,Tony Carreira,Sempre mais
6552,Ana Moura,Moura
6553,Mariza,Concerto em Lisboa
6555,Carminho,Carminho canta Tom Jobim
6557,Mariza,Mundo
6558,Panda e Os Caricas,Panda e Os Caricas 3
6562,Mariza,Mariza [2018]
6567,Ana Moura,Best Of
6569,D.A.M.A.,Lado a lado
6571,Mariza,Best Of Mariza
6575,Mariza,Fado em mim
6576,António Zambujo,Até pensei que fosse minha
6578,Panda e Os Caricas,Panda e Os Caricas 3
6580,Mariza,Mariza [2018]
6584,Mariza,Best Of Mariza
6585,António Zambujo,António Zambujo
6586,Panda e Os Caricas,Panda e Os Caricas
6587,Tony Carreira,As cançoes das nossas vidas
6596,Mariza,Fado curvo
6601,Tony Carreira,Ao vivo no pavilhao atlantico
6606,Mariza,Transparente
6614,Tony Carreira,Vagabundo por amor
6621,Tony Carreira,Ao vivo no Coliseu
6622,Paulo Gonzo,Paulo Gonzo
6631,Pedro Abrunhosa,Luz
6634,Tony Carreira,A vida que eu escolhi
6635,Ana Moura,Para além da saudade
6637,Mariza,Transparente
6638,Mariza,Concerto em Lisboa
6641,Mariza,Fado em mim
6642,Mariza,Terra
6643,Ana Moura,Para além da saudade
6646,Mariza,Concerto em Lisboa
6649,Deolinda,Canção ao lado
6655,Paulo Gonzo,Perfil
6658,Paulo Gonzo,Perfil
6659,Tony Carreira,O homem que sou
6660,Deolinda,Canção ao lado
6661,Mariza,Terra
6664,Carminho,Fado
6670,Deolinda,Dois selos e um carimbo
6671,Paulo Gonzo,By Request
6676,Pedro Abrunhosa,Longe
6677,Ana Moura,Leva-me aos fados
6678,Deolinda,Canção ao lado
6680,Mariza,Terra
6684,Tony Carreira,O homem que sou
6688,Tony Carreira,O mesmo de sempre
6696,Deolinda,Dois selos e um carimbo
6697,Mariza,Fado tradicional
6699,Deolinda,Canção ao lado
6702,Pedro Abrunhosa,Longe
6703,Ana Moura,Leva-me aos fados
6705,Panda e Os Caricas,Panda e Os Caricas
6707,Carminho,Alma
6710,António Zambujo,Quinto
6713,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
6717,Ana Moura,Desfado
6718,Tony Carreira,Essencial
6720,Panda e Os Caricas,Panda e Os Caricas
6722,António Zambujo,Quinto
6728,Deolinda,Mundo pequenino
6730,Carminho,Alma
6731,Mariza,Concerto em Lisboa
6732,Mariza,Best Of Mariza
6733,Ana Moura,Desfado
6735,Paulo Gonzo,Duetos
6737,Panda e Os Caricas,Panda e Os Caricas 2
6739,Pedro Abrunhosa,Contramão
6740,Carminho,Alma
6741,Tony Carreira,25 anos
6743,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6748,D.A.M.A.,Uma questão de princípio
6749,António Zambujo,Rua da Emenda
6750,Panda e Os Caricas,Panda e Os Caricas 3
6751,Tony Carreira,Sempre
6752,Ana Moura,Desfado
6753,Mariza,Best Of Mariza
6760,Carminho,Canto
6762,António Zambujo,Quinto
6765,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6769,Ana Moura,Desfado
6771,Ana Moura,Moura
6772,D.A.M.A.,Dá-me um segundo
6773,Mariza,Mundo
6774,António Zambujo,Rua da Emenda
6776,Mariza,Best Of Mariza
6778,D.A.M.A.,Uma questão de princípio
6779,Deolinda,Outras histórias
6788,Ana Moura,Desfado
6789,Tony Carreira,Sempre mais
6790,Panda e Os Caricas,Panda e Os Caricas 4
6792,Ana Moura,Moura
6794,Mariza,Best Of Mariza
6796,António Zambujo,Até pensei que fosse minha
6798,Carminho,Carminho canta Tom Jobim
6799,António Zambujo,Rua da Emenda
6800,Mariza,Mundo
6801,Panda e Os Caricas,Panda e Os Caricas 3
6804,Mariza,Mariza [2018]
6809,Mariza,Best Of Mariza
6811,Ana Moura,Best Of
6813,D.A.M.A.,Lado a lado
6816,Ana Moura,Moura
6818,Mariza,Mariza [2018]
6819,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
6820,Mariza,Best Of Mariza
6822,Tony Carreira,As cançoes das nossas vidas
6825,António Zambujo,António Zambujo
6828,Panda e Os Caricas,Panda e Os Caricas
6837,Mariza,Fado curvo
6843,Mariza,Fado em mim
6847,Mariza,Transparente
6856,Tony Carreira,Vagabundo por amor
6861,Pedro Abrunhosa,Luz
6864,Tony Carreira,A vida que eu escolhi
6865,Ana Moura,Para além da saudade
6867,Mariza,Transparente
6868,Mariza,Concerto em Lisboa
6871,Mariza,Fado em mim
6872,Mariza,Terra
6873,Ana Moura,Para além da saudade
6878,Mariza,Concerto em Lisboa
6884,Deolinda,Canção ao lado
6887,Tony Carreira,O homem que sou
6888,Paulo Gonzo,Perfil
6889,Deolinda,Canção ao lado
6890,Mariza,Terra
6893,Carminho,Fado
6899,Deolinda,Dois selos e um carimbo
6901,Ana Moura,Leva-me aos fados
6906,Deolinda,Canção ao lado
6907,Paulo Gonzo,By Request
6909,Pedro Abrunhosa,Longe
6910,Tony Carreira,O homem que sou
6911,Mariza,Terra
6916,Mariza,Concerto em Lisboa
6917,Paulo Gonzo,Perfil
6921,Tony Carreira,O mesmo de sempre
6925,Mariza,Fado tradicional
6929,Deolinda,Dois selos e um carimbo
6932,Pedro Abrunhosa,Longe
6935,Panda e Os Caricas,Panda e Os Caricas
6938,Carminho,Alma
6941,António Zambujo,Quinto
6943,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
6945,Ana Moura,Desfado
6946,Tony Carreira,Essencial
6948,António Zambujo,Quinto
6949,Panda e Os Caricas,Panda e Os Caricas
6957,Deolinda,Mundo pequenino
6959,Carminho,Alma
6960,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
6961,Mariza,Best Of Mariza
6962,Paulo Gonzo,Duetos
6963,Ana Moura,Desfado
6964,Panda e Os Caricas,Panda e Os Caricas 2
6969,Pedro Abrunhosa,Contramão
6970,Tony Carreira,25 anos
6972,Carminho,Alma
6973,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
6976,D.A.M.A.,Uma questão de princípio
6977,Panda e Os Caricas,Panda e Os Caricas 3
6978,Tony Carreira,Sempre
6979,António Zambujo,Rua da Emenda
6981,Ana Moura,Desfado
6983,Mariza,Best Of Mariza
6992,António Zambujo,Quinto
6996,Ana Moura,Desfado
6998,D.A.M.A.,Dá-me um segundo
6999,Mariza,Mundo
7000,Ana Moura,Moura
7001,António Zambujo,Rua da Emenda
7002,Panda e Os Caricas,Panda e Os Caricas 3
7003,Mariza,Best Of Mariza
7005,Deolinda,Outras histórias
7008,D.A.M.A.,Uma questão de princípio
7017,Tony Carreira,Sempre mais
7018,Panda e Os Caricas,Panda e Os Caricas 4
7019,Ana Moura,Moura
7020,Ana Moura,Desfado
7024,António Zambujo,Rua da Emenda
7025,Mariza,Mundo
7026,Mariza,Concerto em Lisboa
7027,Panda e Os Caricas,Panda e Os Caricas 3
7029,Mariza,Best Of Mariza
7034,Mariza,Mariza [2018]
7035,Panda e Os Caricas,A volta ao mundo
7038,Mariza,Best Of Mariza
7039,Ana Moura,Best Of
7041,D.A.M.A.,Lado a lado
7045,António Zambujo,Até pensei que fosse minha
7049,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
7050,Tony Carreira,As cançoes das nossas vidas
7051,Mariza,Mariza [2018]
7052,Mariza,Best Of Mariza
7055,Panda e Os Caricas,Panda e Os Caricas
7063,António Zambujo,António Zambujo
7068,Mariza,Fado curvo
7073,Tony Carreira,Vagabundo por amor
7077,Mariza,Fado em mim
7078,Tony Carreira,Ao vivo no pavilhao atlantico
7081,Mariza,Transparente
7091,Tony Carreira,Vagabundo por amor
7095,Tony Carreira,A vida que eu escolhi
7096,Pedro Abrunhosa,Luz
7102,Mariza,Concerto em Lisboa
7105,Mariza,Fado em mim
7107,Ana Moura,Para além da saudade
7109,Mariza,Terra
7110,Ana Moura,Para além da saudade
7116,Paulo Gonzo,Perfil
7117,Mariza,Concerto em Lisboa
7126,Tony Carreira,O homem que sou
7127,Paulo Gonzo,Perfil
7128,Deolinda,Canção ao lado
7129,Mariza,Terra
7133,Carminho,Fado
7138,Tony Carreira,Best Of - 20 anos de canções
7140,Ana Moura,Leva-me aos fados
7142,Deolinda,Dois selos e um carimbo
7144,Tony Carreira,O homem que sou
7145,Mariza,Terra
7146,Deolinda,Canção ao lado
7147,Pedro Abrunhosa,Longe
7149,Paulo Gonzo,By Request
7158,Tony Carreira,O mesmo de sempre
7166,Mariza,Fado tradicional
7168,Deolinda,Canção ao lado
7170,Deolinda,Dois selos e um carimbo
7174,Pedro Abrunhosa,Longe
7177,Panda e Os Caricas,Panda e Os Caricas
7180,Carminho,Alma
7183,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7185,António Zambujo,Quinto
7191,Tony Carreira,Essencial
7192,Ana Moura,Desfado
7195,Panda e Os Caricas,Panda e Os Caricas
7196,António Zambujo,Quinto
7199,Carminho,Alma
7204,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7206,Mariza,Best Of Mariza
7207,Ana Moura,Desfado
7208,Paulo Gonzo,Duetos
7211,Tony Carreira,25 anos
7213,Panda e Os Caricas,Panda e Os Caricas 2
7214,Carminho,Alma
7217,Pedro Abrunhosa,Contramão
7218,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
7220,D.A.M.A.,Uma questão de princípio
7221,Tony Carreira,Sempre
7222,Panda e Os Caricas,Panda e Os Caricas 3
7223,Mariza,Best Of Mariza
7224,António Zambujo,Rua da Emenda
7225,Ana Moura,Desfado
7235,Carminho,Canto
7239,Panda e Os Caricas,Panda e Os Caricas 3
7242,Ana Moura,Moura
7243,Ana Moura,Desfado
7244,Mariza,Mundo
7246,D.A.M.A.,Dá-me um segundo
7247,António Zambujo,Rua da Emenda
7248,Mariza,Best Of Mariza
7251,Deolinda,Outras histórias
7260,Tony Carreira,Sempre mais
7262,Ana Moura,Moura
7263,Panda e Os Caricas,Panda e Os Caricas 4
7265,Ana Moura,Desfado
7267,Mariza,Concerto em Lisboa
7268,Panda e Os Caricas,Panda e Os Caricas 3
7269,Mariza,Mundo
7270,António Zambujo,Rua da Emenda
7274,D.A.M.A.,Dá-me um segundo
7275,Mariza,Best Of Mariza
7277,Carminho,Carminho canta Tom Jobim
7278,Mariza,Mariza [2018]
7280,Panda e Os Caricas,A volta ao mundo
7283,Mariza,Best Of Mariza
7284,Tony Carreira,Sempre mais
7286,Mariza,Concerto em Lisboa
7287,Ana Moura,Best Of
7289,D.A.M.A.,Lado a lado
7291,Panda e Os Caricas,Panda e Os Caricas 3
7292,Ana Moura,Moura
7296,Panda e Os Caricas,Era uma vez...  Panda e Os Caricas
7297,Mariza,Mariza [2018]
7298,Tony Carreira,As cançoes das nossas vidas
7300,Mariza,Best Of Mariza
7303,Panda e Os Caricas,Panda e Os Caricas
7306,Pedro Abrunhosa,Espiritual
7311,Tony Carreira,Vagabundo por amor
7314,Mariza,Fado curvo
7330,Mariza,Transparente
7336,Tony Carreira,Vagabundo por amor
7343,Tony Carreira,Ao vivo no Coliseu
7344,Paulo Gonzo,Paulo Gonzo
7348,Mariza,Transparente
7355,Tony Carreira,A vida que eu escolhi
7364,Pedro Abrunhosa,Luz
7369,Mariza,Concerto em Lisboa
7370,Mariza,Terra
7372,Ana Moura,Para além da saudade
7373,Mariza,Concerto em Lisboa
7377,Deolinda,Canção ao lado
7382,Mariza,Fado em mim
7388,Tony Carreira,O homem que sou
7390,Paulo Gonzo,Perfil
7392,Mariza,Terra
7394,Deolinda,Canção ao lado
7398,Mariza,Fado em mim
7400,Tony Carreira,Best Of - 20 anos de canções
7401,Carminho,Fado
7403,Mariza,Concerto em Lisboa
7408,Deolinda,Canção ao lado
7410,Ana Moura,Leva-me aos fados
7411,Deolinda,Dois selos e um carimbo
7412,Mariza,Terra
7413,Tony Carreira,O homem que sou
7417,Pedro Abrunhosa,Longe
7419,Mariza,Fado em mim
7421,Paulo Gonzo,By Request
7422,Tony Carreira,O mesmo de sempre
7430,Mariza,Fado tradicional
7432,Deolinda,Canção ao lado
7434,Deolinda,Dois selos e um carimbo
7435,Pedro Abrunhosa,Longe
7440,Panda e Os Caricas,Panda e Os Caricas
7441,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7445,Carminho,Alma
7449,António Zambujo,Quinto
7455,Tony Carreira,Essencial
7456,Ana Moura,Desfado
7459,António Zambujo,Quinto
7460,Carminho,Alma
7461,Panda e Os Caricas,Panda e Os Caricas
7464,Tony Carreira,Best Of - 20 anos de canções - Vol. 2
7466,Deolinda,Mundo pequenino
7471,Mariza,Best Of Mariza
7472,Ana Moura,Desfado
7473,Tony Carreira,25 anos
7474,Paulo Gonzo,Duetos
7478,Panda e Os Caricas,Panda e Os Caricas 2
7479,Carminho,Alma
7480,Pedro Abrunhosa,Contramão
7483,António Zambujo,Lisboa 22:38 - Ao vivo no Coliseu
7486,D.A.M.A.,Uma questão de princípio
7487,Mariza,Best Of Mariza
7488,Tony Carreira,Sempre
7489,Ana Moura,Desfado
7490,Panda e Os Caricas,Panda e Os Caricas 3
7491,António Zambujo,Rua da Emenda
7498,Carminho,Canto
7504,António Zambujo,Quinto
7505,Paulo Gonzo,Duetos
7507,Panda e Os Caricas,Panda e Os Caricas 3
7509,Ana Moura,Moura
7511,Mariza,Mundo
7512,Ana Moura,Desfado
7513,Mariza,Best Of Mariza
7514,António Zambujo,Rua da Emenda
7515,D.A.M.A.,Dá-me um segundo
7522,Deolinda,Outras histórias
7523,D.A.M.A.,Uma questão de princípio
7529,Tony Carreira,Sempre mais
7530,Ana Moura,Moura
7532,Ana Moura,Desfado
7533,Panda e Os Caricas,Panda e Os Caricas 4
7536,Mariza,Best Of Mariza
7538,António Zambujo,Rua da Emenda
7540,Panda e Os Caricas,Panda e Os Caricas 3
7541,Mariza,Mundo
7542,Mariza,Concerto em Lisboa
7543,D.A.M.A.,Dá-me um segundo
7547,Mariza,Mariza [2018]
7549,Panda e Os Caricas,A volta ao mundo
7552,Mariza,Best Of Mariza
7553,Mariza,Concerto em Lisboa
7556,Ana Moura,Best Of
